0.557848	0.608618	0.629538
0.559679	0.618604	0.656321
0.554579	0.61823	0.728064
0.536918	0.616619	0.732358
0.533609	0.606843	0.735551
0.526185	0.604891	0.734861
0.515952	0.576689	0.733269
0.5007	0.566136	0.732895
0.49066	0.55832	0.730319
0.47109	0.557782	0.728344
0.444719	0.546222	0.729226
0.418594	0.533876	0.696014
0.404121	0.508873	0.691419
0.403179	0.50025	0.67532
0.401477	0.504079	0.636339
0.40432	0.502778	0.615184
0.403262	0.503055	0.582148
0.401966	0.503655	0.558464
0.402322	0.5035	0.532185
0.403852	0.503722	0.510598
0.411271	0.50316	0.51224
0.41075	0.503321	0.526603
0.410747	0.504254	0.549938
0.412299	0.503513	0.571811
0.409395	0.504836	0.621586
0.403731	0.507735	0.658148
0.405176	0.501702	0.736287
0.414355	0.524872	0.739551
0.468327	0.553402	0.744823
0.503787	0.58454	0.737168
0.55437	0.630145	0.669853
0.613627	0.678756	0.621238
0.711418	0.731039	0.598582
0.799702	0.764818	0.581563
0.821157	0.80683	0.526177
0.842909	0.816608	0.469784
0.843606	0.796041	0.447525
0.84451	0.795013	0.417463
0.843369	0.797003	0.383795
0.843255	0.801915	0.36887
0.843023	0.819383	0.374365
0.843556	0.831277	0.371806
0.843644	0.833171	0.396621
0.843709	0.82994	0.417967
0.846086	0.849058	0.424189
0.873055	0.869307	0.44814
0.873714	0.872282	0.438657
0.877898	0.87964	0.477664
0.880853	0.879101	0.540647
0.881197	0.923187	0.602473
0.88	0.938501	0.601913
0.879574	0.926126	0.598195
0.879616	0.926839	0.620733
0.881161	0.926164	0.63248
0.882949	0.92767	0.64231
0.880076	0.92679	0.665545
0.877263	0.92597	0.706276
0.879438	0.926215	0.719886
0.880015	0.927022	0.815353
0.885949	0.924624	0.817812
0.882035	0.925455	0.829787
0.882722	0.924766	0.851777
0.881933	0.925591	0.833929
0.882931	0.924459	0.835695
0.881615	0.924819	0.82262
0.879517	0.925599	0.812761
0.879744	0.925504	0.826752
0.880711	0.925928	0.833831
0.879415	0.92539	0.854867
0.879744	0.925722	0.846383
0.879083	0.923678	0.832276
0.880094	0.924231	0.847227
0.880576	0.925818	0.80391
0.879905	0.923802	0.804835
0.880219	0.926857	0.817081
0.878556	0.91683	0.840336
0.878999	0.877473	0.831297
0.866945	0.868127	0.78761
0.840425	0.831384	0.79489
0.797035	0.796753	0.774863
0.720379	0.755147	0.757824
0.645198	0.686195	0.76968
0.598592	0.668121	0.754573
0.597711	0.658363	0.743176
0.554471	0.62896	0.733306
0.522052	0.59522	0.730398
0.504933	0.560668	0.727423
0.477157	0.557201	0.724337
0.436509	0.551855	0.638752
