0.383523	0.137861	0.312162
0.381613	0.139555	0.339039
0.381734	0.142322	0.385729
0.380993	0.142077	0.440277
0.380884	0.138897	0.463753
0.380514	0.143596	0.50941
0.380877	0.141881	0.568817
0.378932	0.142839	0.629571
0.379277	0.142999	0.672534
0.38161	0.139749	0.680411
0.380157	0.140824	0.755176
0.379483	0.144252	0.790086
0.380062	0.1423	0.801885
0.380293	0.139449	0.806898
0.379711	0.137891	0.810983
0.380958	0.138838	0.808581
0.38208	0.134652	0.804747
0.380809	0.136116	0.810508
0.38083	0.140478	0.797042
0.382864	0.143175	0.789354
0.381245	0.151615	0.785244
0.381692	0.151653	0.783071
0.380887	0.159534	0.783287
0.382297	0.149309	0.777054
0.381849	0.138238	0.762563
0.381006	0.117033	0.764586
0.383061	0.141597	0.765078
0.386121	0.167151	0.722875
0.387454	0.21324	0.693246
0.391208	0.210577	0.617133
0.39484	0.204103	0.55719
0.395184	0.204035	0.520081
0.402776	0.21271	0.504487
0.404758	0.223724	0.563447
0.406107	0.212092	0.559577
0.411956	0.218749	0.584972
0.413959	0.221489	0.583918
0.413568	0.227469	0.569702
0.413555	0.225145	0.567039
0.413976	0.225182	0.562307
0.413872	0.219904	0.557099
0.414417	0.225346	0.557011
0.414544	0.217939	0.55365
0.414557	0.212917	0.547209
0.41431	0.215792	0.518709
0.414325	0.206119	0.516701
0.413891	0.208628	0.511369
0.413845	0.209615	0.49853
0.412768	0.208931	0.481674
0.411398	0.219579	0.472833
0.412032	0.2191	0.430066
0.41346	0.220243	0.442469
0.412545	0.219881	0.399887
0.411366	0.219182	0.389325
0.411593	0.210482	0.413996
0.413068	0.211655	0.407075
0.410366	0.20849	0.401542
0.410764	0.209395	0.408801
0.411237	0.209586	0.404095
0.411249	0.208614	0.419674
0.412556	0.213576	0.428483
0.412162	0.213548	0.432824
0.411956	0.214162	0.437495
0.412052	0.211943	0.425669
0.412124	0.210736	0.409633
0.411988	0.211849	0.412926
0.411556	0.211185	0.410944
0.41304	0.209485	0.410307
0.405255	0.209858	0.411943
0.406319	0.209517	0.413194
0.413201	0.207864	0.400346
0.413846	0.207263	0.387327
0.406828	0.208464	0.39539
0.412612	0.209096	0.399059
0.412371	0.208399	0.410913
0.404595	0.207028	0.403864
0.405416	0.20519	0.402521
0.404332	0.20836	0.404392
0.404969	0.208248	0.414874
0.404253	0.207269	0.399657
0.40387	0.21079	0.39963
0.40358	0.213855	0.406204
0.405075	0.217742	0.40791
0.396787	0.224407	0.414778
0.39636	0.217068	0.411869
0.393536	0.224952	0.40409
0.393701	0.227939	0.408986
0.394053	0.226958	0.407414
0.393685	0.226852	0.410635
