0.504251	0.685807	0.571389
0.510976	0.705408	0.618725
0.510916	0.739504	0.634315
0.507565	0.762492	0.662421
0.512624	0.788967	0.670411
0.509402	0.801782	0.67095
0.511425	0.801923	0.691502
0.51363	0.808683	0.690428
0.509002	0.801602	0.689463
0.508723	0.814927	0.687192
0.511277	0.807903	0.69879
0.517668	0.808793	0.695287
0.515871	0.811428	0.693466
0.514169	0.810227	0.695011
0.513535	0.808631	0.751056
0.508682	0.81151	0.791305
0.51231	0.81744	0.789737
0.518138	0.816802	0.811462
0.510041	0.810405	0.811455
0.513073	0.808039	0.819067
0.515468	0.810489	0.827615
0.516253	0.808121	0.824077
0.512099	0.808621	0.828968
0.509051	0.81597	0.820617
0.51417	0.818442	0.803501
0.512317	0.802267	0.800149
0.520299	0.796264	0.789997
0.509141	0.805516	0.777257
0.511425	0.802137	0.794442
0.508793	0.805752	0.779424
0.510786	0.785447	0.714513
0.510842	0.788255	0.697742
0.506685	0.774366	0.628983
0.518612	0.778943	0.612241
0.510011	0.728614	0.596798
0.507797	0.72276	0.622937
0.510039	0.69597	0.662831
0.510383	0.686305	0.635455
0.508491	0.615403	0.588596
0.50635	0.571695	0.52434
0.508795	0.481385	0.479323
0.503687	0.467074	0.449547
0.514166	0.46021	0.415002
0.507582	0.434994	0.363126
0.505525	0.340663	0.288875
0.505637	0.346335	0.261348
0.505191	0.317505	0.241471
0.505397	0.303864	0.201151
0.505611	0.278815	0.182699
0.506993	0.284436	0.17066
0.507606	0.286275	0.156097
0.507362	0.272142	0.153608
0.504735	0.258275	0.138112
0.504627	0.257566	0.120875
0.504252	0.260905	0.117696
0.505317	0.252849	0.108112
0.505178	0.254959	0.105235
0.50541	0.259671	0.104839
0.505312	0.25343	0.106481
0.506448	0.258178	0.104322
0.506161	0.259349	0.105066
0.506818	0.242739	0.104813
0.504172	0.254028	0.104639
0.503697	0.25425	0.104325
0.505545	0.254782	0.10383
0.507628	0.25995	0.1035
0.506306	0.259785	0.103341
0.507486	0.268334	0.103011
0.506532	0.272281	0.101884
0.506274	0.279655	0.103818
0.507177	0.279066	0.119296
0.507371	0.289699	0.156644
0.508725	0.284656	0.16779
0.506789	0.28402	0.206988
0.507212	0.282434	0.206363
0.50733	0.295891	0.206759
0.507868	0.342567	0.195686
0.512278	0.418903	0.200476
0.498655	0.463881	0.196216
0.509684	0.551631	0.270443
0.509341	0.608302	0.320278
0.524293	0.614133	0.364482
0.500796	0.623662	0.420561
0.508037	0.67727	0.484904
0.507339	0.70649	0.56161
0.508442	0.704207	0.566047
0.512856	0.706074	0.593323
0.510752	0.708569	0.595325
0.502575	0.748133	0.647031
0.506383	0.77855	0.712761
0.515538	0.802133	0.7383
0.509174	0.805057	0.783638
0.505886	0.810214	0.815388
0.506407	0.808703	0.829228
0.505313	0.814447	0.888931
0.505958	0.834742	0.9248
0.506619	0.849331	0.926127
0.509211	0.859757	0.940973
0.5066	0.859688	0.922215
0.511178	0.86728	0.863034
0.507919	0.864069	0.842386
0.506196	0.857154	0.845146
0.506598	0.849455	0.775478
0.510646	0.815231	0.745132
0.506268	0.745976	0.711844
0.518066	0.694241	0.672984
0.49924	0.606472	0.617744
0.505328	0.57477	0.613878
0.508136	0.477479	0.532574
0.511374	0.46496	0.500552
0.509603	0.459065	0.467977
0.505485	0.457564	0.430385
0.508168	0.452482	0.429528
0.506338	0.44012	0.435785
0.509171	0.436829	0.451927
0.509669	0.402561	0.473384
0.508689	0.369743	0.458414
0.50707	0.365108	0.454563
0.50749	0.42794	0.440113
0.5042	0.461741	0.455559
0.506594	0.468845	0.5045
0.500646	0.595751	0.547261
0.506409	0.64354	0.628303
0.514044	0.698313	0.656079
0.49985	0.755885	0.704841
0.510538	0.778494	0.765715
0.510806	0.784715	0.7971
0.500102	0.799614	0.821051
0.504099	0.806551	0.832623
0.505408	0.836371	0.832465
0.505925	0.851744	0.902644
0.502714	0.854527	0.938953
0.507411	0.855894	0.969154
0.506977	0.860831	0.969154
0.504501	0.864972	0.969154
0.504959	0.88682	0.969154
0.507152	0.892429	0.969154
0.509267	0.898681	0.969154
0.507707	0.924639	0.969154
0.510183	0.928553	0.969154
0.508973	0.931668	0.969154
0.507914	0.969154	0.969154
0.508397	0.969154	0.969154
0.50454	0.969154	0.969154
0.514853	0.969154	0.969154
0.50826	0.969154	0.969154
0.504447	0.969154	0.969154
0.50348	0.969154	0.969154
0.505444	0.969154	0.969154
0.506196	0.969154	0.969154
0.506231	0.930825	0.969154
0.506065	0.925273	0.969154
0.508429	0.896509	0.969154
0.510133	0.860408	0.969154
0.507215	0.85439	0.969154
0.507497	0.855355	0.969154
0.530033	0.857879	0.900446
0.509318	0.855453	0.881725
0.505343	0.859035	0.77348
0.505495	0.860223	0.726523
0.485282	0.847741	0.620121
0.502621	0.788975	0.572257
0.529839	0.689359	0.401158
0.509304	0.509573	0.328315
0.509802	0.470819	0.210973
0.497236	0.455412	0.216002
0.49239	0.456739	0.216011
0.537682	0.453373	0.206632
0.51961	0.452018	0.208318
0.543913	0.464815	0.242417
0.496946	0.504784	0.268461
0.514824	0.566527	0.29115
0.534251	0.607164	0.292872
0.523712	0.633494	0.302701
0.547622	0.680958	0.337697
0.501786	0.705085	0.371105
0.508544	0.708391	0.42362
0.535791	0.746708	0.422807
0.520944	0.755603	0.422869
0.532967	0.750246	0.422068
0.53372	0.76333	0.438356
0.504282	0.763013	0.437351
0.529607	0.772255	0.44024
0.521071	0.776312	0.443015
0.545295	0.761523	0.459614
0.514869	0.760444	0.472568
0.476395	0.760104	0.455487
0.486423	0.750204	0.442104
0.51317	0.740598	0.417573
0.530222	0.716265	0.389358
0.483358	0.708747	0.35903
0.481285	0.717898	0.369875
0.510813	0.685448	0.30282
0.531848	0.64721	0.304064
0.522825	0.63424	0.277257
0.495795	0.627542	0.280998
0.492689	0.624328	0.28403
0.508425	0.61754	0.278583
0.531244	0.615891	0.283467
0.511087	0.615493	0.288175
0.494618	0.616165	0.292307
0.491109	0.618481	0.297336
0.51608	0.628455	0.298354
0.517819	0.619536	0.303323
0.492358	0.619292	0.303713
0.49896	0.617957	0.300068
0.504757	0.618285	0.290439
0.507325	0.618912	0.269325
0.474679	0.618189	0.277546
0.476178	0.617235	0.296129
0.473965	0.61787	0.322279
0.48496	0.617202	0.324939
0.480962	0.618379	0.355008
0.483223	0.617035	0.404658
0.479747	0.616677	0.423187
0.522112	0.616629	0.454069
0.518769	0.628913	0.491281
0.484032	0.628104	0.518643
0.499059	0.626868	0.566308
0.48571	0.628557	0.649955
0.504077	0.618549	0.651844
0.511403	0.600534	0.625585
0.504357	0.611283	0.615752
0.488764	0.579797	0.607211
0.484549	0.602086	0.622913
0.523779	0.616874	0.651287
0.497783	0.697351	0.65002
0.483459	0.761643	0.735366
0.485383	0.815066	0.799618
0.484669	0.845801	0.868402
0.531349	0.857495	0.871886
0.488011	0.857135	0.945023
0.485155	0.855436	0.969154
0.483972	0.857375	0.969154
0.525196	0.858297	0.969154
0.522701	0.854952	0.969154
0.502701	0.857462	0.940691
0.478222	0.851829	0.898039
0.507677	0.832109	0.89253
0.508526	0.810124	0.8737
0.504701	0.804021	0.862253
0.522173	0.79526	0.856281
0.485408	0.813661	0.828966
0.517165	0.806506	0.809835
0.518389	0.78503	0.792141
0.512479	0.797679	0.737679
0.490853	0.801888	0.724015
0.503212	0.802065	0.66604
0.504184	0.785723	0.64794
0.497255	0.766672	0.617691
0.497545	0.696392	0.601687
0.496594	0.635113	0.438916
0.496751	0.557273	0.351131
0.508335	0.476053	0.311838
0.504709	0.460147	0.28876
0.508649	0.455277	0.309162
0.500851	0.452686	0.324983
0.519082	0.427587	0.341425
0.515672	0.442084	0.352473
0.505776	0.437644	0.360714
0.500394	0.442878	0.366813
0.498326	0.435106	0.353507
0.516934	0.435943	0.3417
0.508029	0.432129	0.284231
0.511631	0.433176	0.257129
0.501114	0.435158	0.23868
0.511603	0.436282	0.216666
0.512774	0.424	0.197032
0.499968	0.429244	0.19257
0.510647	0.431076	0.182892
0.511423	0.431046	0.179757
0.50383	0.425949	0.18356
0.513357	0.432073	0.186798
0.497507	0.43221	0.188172
0.497912	0.421139	0.192983
0.503554	0.418536	0.199141
0.498002	0.429307	0.202061
0.504104	0.434021	0.207231
0.500277	0.433001	0.210091
0.501656	0.440345	0.235951
0.504062	0.438771	0.279217
0.513153	0.461205	0.322839
0.501448	0.457659	0.390748
0.507107	0.457182	0.398853
0.512694	0.466458	0.407153
0.514643	0.477009	0.449102
0.507493	0.530945	0.456589
0.510556	0.563154	0.458865
0.509154	0.606737	0.434446
0.513344	0.616682	0.380427
0.506654	0.643666	0.397461
0.509805	0.649279	0.412821
0.511261	0.680102	0.440655
0.510877	0.701038	0.494101
0.509428	0.695892	0.512469
0.512253	0.745696	0.539578
0.508762	0.750631	0.589468
0.509818	0.760805	0.608897
0.511859	0.784628	0.638128
0.51494	0.795911	0.648301
0.515881	0.805316	0.672903
0.502647	0.83385	0.699141
0.502438	0.841813	0.782228
0.499289	0.852343	0.763554
0.501846	0.85085	0.817686
0.511908	0.852718	0.862083
0.505574	0.849653	0.867598
0.500502	0.84942	0.887458
0.49842	0.850393	0.891261
0.500439	0.85151	0.938995
0.498737	0.851511	0.939005
0.501697	0.855101	0.937311
0.517447	0.857603	0.942224
0.500175	0.857671	0.969154
0.499016	0.857606	0.969154
0.498392	0.858616	0.969154
0.514034	0.851532	0.969154
0.49851	0.855206	0.870144
0.504941	0.841704	0.868896
0.511277	0.819689	0.843341
0.494834	0.805472	0.85295
0.533276	0.809612	0.855962
0.495452	0.814005	0.854122
0.498775	0.826035	0.851167
0.51557	0.843053	0.870916
